session_id,session_config_id,game_id,cpu_model,gpu_model,ram_gb,drive_type,laptop,resolution,graphics_preset,vsync,antialiasing,texture_quality,special_effects,npc_count,player_actions,background_process_count,label_target,tweak_affinity,tweak_game_mode,tweak_hags,tweak_low_timer_resolution,tweak_power_plan,tweak_priority,tweak_recording_off,tweak_registry_preset,tweak_service,mean_fps,fps_1pct,fps_0_1pct,mean_frametime,frametime_p95,cpu_util,gpu_util,vram_util,temperature
synthetic-00116-08,cfg-00116,valorant,Intel Core i7-12700H,NVIDIA RTX 2060,32,SSD,0,1920x1080,low,off,msaa_4x,low,high,177,114,59,quality,0,0,0,0,0,0,0,1,0,181.45,140.33,112.27,5.511,7.126,92.06,52.0,44.56,64.0
synthetic-00116-09,cfg-00116,valorant,Intel Core i7-12700H,NVIDIA RTX 2060,32,SSD,0,1920x1080,low,off,msaa_4x,low,high,177,114,59,quality,0,0,0,0,0,0,0,0,1,179.63,137.83,110.26,5.567,7.256,92.35,52.0,44.56,64.0
synthetic-00116-10,cfg-00116,valorant,Intel Core i7-12700H,NVIDIA RTX 2060,32,SSD,0,1920x1080,low,off,msaa_4x,low,high,177,114,59,quality,0,0,0,0,1,0,0,1,1,191.72,159.46,127.57,5.216,6.271,90.42,52.0,44.56,64.0
synthetic-00116-11,cfg-00116,valorant,Intel Core i7-12700H,NVIDIA RTX 2060,32,SSD,0,1920x1080,low,off,msaa_4x,low,high,177,114,59,quality,0,0,0,0,1,0,0,1,0,188.18,152.03,121.62,5.314,6.578,90.98,52.0,44.56,64.0
synthetic-00116-12,cfg-00116,valorant,Intel Core i7-12700H,NVIDIA RTX 2060,32,SSD,0,1920x1080,low,off,msaa_4x,low,high,177,114,59,quality,1,1,0,0,1,0,0,0,1,191.44,161.87,129.49,5.224,6.178,90.46,52.0,44.56,64.0
synthetic-00117-00,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,0,0,0,0,0,72.85,54.41,43.52,13.727,18.38,90.96,52.0,47.28,64.0
synthetic-00117-01,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,1,0,0,0,0,0,0,0,0,78.17,64.78,51.82,12.793,15.437,88.92,52.0,47.28,64.0
synthetic-00117-02,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,1,0,0,0,0,0,0,0,74.75,57.81,46.24,13.378,17.299,90.23,52.0,47.28,64.0
synthetic-00117-03,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,1,0,0,0,0,0,0,74.45,57.08,45.66,13.431,17.52,90.35,52.0,47.28,64.0
synthetic-00117-04,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,1,0,0,0,0,0,73.87,58.67,46.93,13.537,17.046,90.57,52.0,47.28,64.0
synthetic-00117-05,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,1,0,0,0,0,75.91,59.56,47.65,13.174,16.79,89.79,52.0,47.28,64.0
synthetic-00117-06,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,0,1,0,0,0,77.14,62.02,49.62,12.963,16.123,89.31,52.0,47.28,64.0
synthetic-00117-07,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,0,0,1,0,0,74.01,56.34,45.07,13.511,17.749,90.52,52.0,47.28,64.0
synthetic-00117-08,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,0,0,0,1,0,76.36,61.21,48.97,13.096,16.338,89.62,52.0,47.28,64.0
synthetic-00117-09,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,0,0,0,0,1,74.32,57.14,45.71,13.455,17.502,90.4,52.0,47.28,64.0
synthetic-00117-10,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,1,0,0,1,1,0,0,79.28,65.8,52.64,12.614,15.198,88.49,52.0,47.28,64.0
synthetic-00117-11,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,0,0,0,0,1,0,0,1,0,79.12,66.08,52.87,12.638,15.132,88.55,52.0,47.28,64.0
synthetic-00117-12,cfg-00117,warzone,Intel Core i5-9400F,NVIDIA RTX 2060,16,NVMe,0,1920x1080,medium,off,off,high,low,144,183,49,balanced,1,0,0,0,1,0,0,0,0,80.85,69.62,55.7,12.369,14.363,87.89,52.0,47.28,64.0
synthetic-00118-00,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,0,0,0,0,0,0,98.54,70.35,56.28,10.148,14.215,98.38,54.2,47.28,64.0
synthetic-00118-01,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,1,0,0,0,0,0,0,0,0,99.98,74.31,59.45,10.002,13.458,97.97,54.2,47.28,64.0
synthetic-00118-02,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,1,0,0,0,0,0,0,0,102.13,77.31,61.85,9.792,12.934,97.36,54.2,47.28,64.0
synthetic-00118-03,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,1,0,0,0,0,0,0,100.71,73.89,59.11,9.93,13.534,97.76,54.2,47.28,64.0
synthetic-00118-04,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,1,0,0,0,0,0,99.02,71.13,56.9,10.099,14.059,98.24,54.2,47.28,64.0
synthetic-00118-05,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,0,1,0,0,0,0,102.68,77.18,61.75,9.739,12.956,97.2,54.2,47.28,64.0
synthetic-00118-06,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,0,0,1,0,0,0,105.57,83.67,66.94,9.473,11.952,96.38,54.2,47.28,64.0
synthetic-00118-07,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,0,0,0,1,0,0,100.12,72.91,58.33,9.988,13.715,97.93,54.2,47.28,64.0
synthetic-00118-08,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,0,0,0,0,1,0,102.14,76.59,61.27,9.791,13.056,97.35,54.2,47.28,64.0
synthetic-00118-09,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,0,0,0,0,0,0,1,102.56,78.32,62.65,9.75,12.769,97.23,54.2,47.28,64.0
synthetic-00118-10,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,1,1,0,1,0,1,0,0,108.46,88.23,70.59,9.22,11.334,95.56,54.2,47.28,64.0
synthetic-00118-11,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,0,0,1,1,1,1,0,0,0,110.49,92.32,73.86,9.051,10.831,94.98,54.2,47.28,64.0
synthetic-00118-12,cfg-00118,valorant,Intel Core i5-9400F,NVIDIA RTX 4060,16,SSD,0,2560x1440,medium,off,fxaa,high,medium,178,197,84,max_fps,1,0,0,0,0,0,0,1,0,103.35,80.23,64.18,9.676,12.464,97.01,54.2,47.28,64.0
synthetic-00119-00,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,0,0,0,0,0,0,177.69,134.21,107.36,5.628,7.451,89.06,52.0,48.56,64.0
synthetic-00119-01,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,1,0,0,0,0,0,0,0,0,187.46,153.9,123.12,5.335,6.498,87.52,52.0,48.56,64.0
synthetic-00119-02,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,1,0,0,0,0,0,0,0,181.86,141.39,113.11,5.499,7.073,88.4,52.0,48.56,64.0
synthetic-00119-03,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,1,0,0,0,0,0,0,181.59,140.75,112.6,5.507,7.105,88.44,52.0,48.56,64.0
synthetic-00119-04,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,1,0,0,0,0,0,180.17,144.24,115.39,5.55,6.933,88.67,52.0,48.56,64.0
synthetic-00119-05,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,0,1,0,0,0,0,185.15,146.84,117.47,5.401,6.81,87.88,52.0,48.56,64.0
synthetic-00119-06,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,0,0,1,0,0,0,187.59,151.38,121.11,5.331,6.606,87.5,52.0,48.56,64.0
synthetic-00119-07,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,0,0,0,1,0,0,180.53,138.95,111.16,5.539,7.197,88.61,52.0,48.56,64.0
synthetic-00119-08,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,0,0,0,0,1,0,185.93,150.07,120.06,5.378,6.664,87.76,52.0,48.56,64.0
synthetic-00119-09,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,0,0,0,0,0,0,0,1,183.89,144.92,115.94,5.438,6.9,88.08,52.0,48.56,64.0
synthetic-00119-10,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,1,0,0,0,1,1,0,1,197.69,170.01,136.01,5.058,5.882,85.91,52.0,48.56,64.0
synthetic-00119-11,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,1,1,0,0,0,1,0,1,0,205.45,189.19,151.35,4.867,5.286,84.68,52.0,48.56,64.0
synthetic-00119-12,cfg-00119,fortnite,AMD Ryzen 7 5800X3D,AMD RX 7800 XT,12,SSD,0,1920x1080,high,off,taa,ultra,ultra,83,93,40,balanced,0,1,0,1,0,0,0,0,1,189.39,160.32,128.26,5.28,6.237,87.21,52.0,48.56,64.0
synthetic-00120-00,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,0,0,0,0,0,0,85.4,61.28,45.11,11.71,16.317,51.53,96.0,48.56,85.8
synthetic-00120-01,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,1,0,0,0,0,0,0,0,0,86.25,62.67,46.13,11.594,15.956,51.25,96.0,48.56,85.8
synthetic-00120-02,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,1,0,0,0,0,0,0,0,87.38,65.37,48.11,11.444,15.298,50.88,96.0,48.56,85.8
synthetic-00120-03,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,1,0,0,0,0,0,0,84.71,61.1,44.97,11.805,16.367,51.75,96.0,48.56,85.8
synthetic-00120-04,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,1,0,0,0,0,0,85.74,62.74,46.17,11.664,15.94,51.42,96.0,48.56,85.8
synthetic-00120-05,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,0,1,0,0,0,0,93.42,75.96,55.9,10.704,13.165,48.9,96.0,48.56,85.8
synthetic-00120-06,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,0,0,1,0,0,0,88.29,67.23,49.48,11.326,14.874,50.58,96.0,48.56,85.8
synthetic-00120-07,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,0,0,0,1,0,0,90.01,70.43,51.83,11.11,14.199,50.02,96.0,48.56,85.8
synthetic-00120-08,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,0,0,0,0,1,0,87.57,65.68,48.34,11.419,15.224,50.82,96.0,48.56,85.8
synthetic-00120-09,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,0,0,0,0,0,1,88.68,67.77,49.88,11.276,14.756,50.45,96.0,48.56,85.8
synthetic-00120-10,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,0,0,1,1,0,0,0,0,93.39,76.78,56.51,10.708,13.024,48.91,96.0,48.56,85.8
synthetic-00120-11,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,1,0,0,0,0,0,1,0,0,90.62,71.42,52.56,11.036,14.002,49.82,96.0,48.56,85.8
synthetic-00120-12,cfg-00120,cyberpunk_2077,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,16,NVMe,1,1920x1080,medium,off,fxaa,ultra,medium,176,147,80,max_fps,0,1,0,0,0,0,0,0,1,90.43,71.54,52.66,11.059,13.978,49.88,96.0,48.56,85.8
synthetic-00121-00,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,0,0,0,0,0,0,144.0,105.24,79.14,6.944,9.502,94.56,50.88,44.56,82.6
synthetic-00121-01,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,1,0,0,0,0,0,0,0,0,144.0,109.0,81.97,6.944,9.175,94.26,50.88,44.56,82.6
synthetic-00121-02,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,1,0,0,0,0,0,0,0,144.0,110.22,82.88,6.944,9.073,93.69,50.88,44.56,82.6
synthetic-00121-03,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,1,0,0,0,0,0,0,144.0,108.09,81.28,6.944,9.252,93.95,50.88,44.56,82.6
synthetic-00121-04,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,1,0,0,0,0,0,144.0,105.87,79.62,6.944,9.445,94.43,50.88,44.56,82.6
synthetic-00121-05,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,0,1,0,0,0,0,144.0,117.55,88.4,6.944,8.507,92.16,50.88,44.56,82.6
synthetic-00121-06,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,0,0,1,0,0,0,144.0,114.98,86.46,6.944,8.697,92.75,50.88,44.56,82.6
synthetic-00121-07,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,0,0,0,1,0,0,144.0,107.31,80.7,6.944,9.319,94.12,50.88,44.56,82.6
synthetic-00121-08,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,0,0,0,0,1,0,144.0,110.42,83.04,6.944,9.056,93.54,50.88,44.56,82.6
synthetic-00121-09,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,0,0,0,0,0,0,0,1,144.0,110.34,82.97,6.944,9.063,93.72,50.88,44.56,82.6
synthetic-00121-10,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,1,1,1,0,0,0,0,0,0,144.0,115.78,87.07,6.944,8.637,92.93,50.88,44.56,82.6
synthetic-00121-11,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,1,0,0,0,0,1,0,1,144.0,116.3,87.46,6.944,8.599,92.59,50.88,44.56,82.6
synthetic-00121-12,cfg-00121,valorant,Intel Core i7-13700K,NVIDIA RTX 4070,16,SSD,1,1280x720,high,on,off,low,medium,134,137,66,quality,0,1,0,0,1,0,0,1,0,144.0,125.69,94.52,6.944,7.956,90.65,50.88,44.56,82.6
synthetic-00122-00,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,0,0,0,0,0,0,134.12,96.88,72.86,7.456,10.322,96.47,50.88,47.28,82.6
synthetic-00122-01,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,1,0,0,0,0,0,0,0,0,141.5,111.51,83.85,7.067,8.968,94.93,50.88,47.28,82.6
synthetic-00122-02,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,1,0,0,0,0,0,0,0,138.65,105.54,79.37,7.212,9.475,95.53,50.88,47.28,82.6
synthetic-00122-03,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,1,0,0,0,0,0,0,133.05,95.15,71.55,7.516,10.51,96.69,50.88,47.28,82.6
synthetic-00122-04,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,1,0,0,0,0,0,136.0,105.5,79.34,7.353,9.478,96.08,50.88,47.28,82.6
synthetic-00122-05,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,0,1,0,0,0,0,145.66,117.67,88.49,6.865,8.498,94.06,50.88,47.28,82.6
synthetic-00122-06,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,0,0,1,0,0,0,143.26,113.96,85.7,6.98,8.775,94.56,50.88,47.28,82.6
synthetic-00122-07,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,0,0,0,1,0,0,136.27,100.4,75.5,7.338,9.961,96.02,50.88,47.28,82.6
synthetic-00122-08,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,0,0,0,0,1,0,139.74,107.18,80.6,7.156,9.33,95.3,50.88,47.28,82.6
synthetic-00122-09,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,0,0,0,0,0,1,138.89,106.24,79.89,7.2,9.413,95.48,50.88,47.28,82.6
synthetic-00122-10,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,1,0,1,0,0,1,0,0,0,148.17,124.79,93.84,6.749,8.014,93.54,50.88,47.28,82.6
synthetic-00122-11,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,1,0,0,0,1,1,0,0,148.51,124.36,93.52,6.734,8.041,93.47,50.88,47.28,82.6
synthetic-00122-12,cfg-00122,apex_legends,AMD Ryzen 7 7840HS,NVIDIA GTX 1660 Super,32,NVMe,1,1280x720,low,off,msaa_4x,high,medium,165,165,75,max_fps,0,0,0,1,0,0,0,1,0,141.28,115.29,86.69,7.078,8.674,94.98,50.88,47.28,82.6
synthetic-00123-00,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,0,0,0,0,0,99.41,69.38,55.5,10.059,14.414,55.98,96.0,48.56,64.0
synthetic-00123-01,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,1,0,0,0,0,0,0,0,0,100.41,70.98,56.78,9.959,14.089,55.7,96.0,48.56,64.0
synthetic-00123-02,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,1,0,0,0,0,0,0,0,102.34,75.56,60.45,9.772,13.235,55.15,96.0,48.56,64.0
synthetic-00123-03,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,1,0,0,0,0,0,0,105.08,79.86,63.89,9.517,12.522,54.38,96.0,48.56,64.0
synthetic-00123-04,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,1,0,0,0,0,0,99.81,71.55,57.24,10.019,13.976,55.86,96.0,48.56,64.0
synthetic-00123-05,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,1,0,0,0,0,103.59,76.21,60.97,9.654,13.122,54.8,96.0,48.56,64.0
synthetic-00123-06,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,0,1,0,0,0,103.52,78.12,62.49,9.66,12.801,54.82,96.0,48.56,64.0
synthetic-00123-07,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,0,0,1,0,0,104.78,79.91,63.93,9.544,12.513,54.46,96.0,48.56,64.0
synthetic-00123-08,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,0,0,0,1,0,101.59,73.6,58.88,9.844,13.586,55.36,96.0,48.56,64.0
synthetic-00123-09,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,0,0,0,0,1,105.96,82.07,65.66,9.438,12.184,54.13,96.0,48.56,64.0
synthetic-00123-10,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,1,1,1,0,1,0,108.8,89.12,71.3,9.191,11.221,53.33,96.0,48.56,64.0
synthetic-00123-11,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,1,1,0,0,1,1,0,111.18,94.19,75.35,8.994,10.617,52.66,96.0,48.56,64.0
synthetic-00123-12,cfg-00123,apex_legends,AMD Ryzen 7 7840HS,AMD RX 6600,16,HDD,0,1920x1080,high,off,taa,ultra,ultra,153,191,101,balanced,0,0,0,0,0,0,1,0,1,110.79,92.29,73.83,9.026,10.835,52.77,96.0,48.56,64.0
